tempo,danceability,energy,instrumentalness,liveness,valence
173.946,0.465,0.943,0.834,0.65,0.262
173.85,0.443,0.97,0.016,0.121,0.161
172.02,0.612,0.747,0.865,0.171,0.0394
175.135,0.489,0.938,0.0107,0.297,0.462
174.02,0.511,0.896,0.61,0.0889,0.0369
174.017,0.486,0.964,0.127,0.108,0.0603
173.982,0.565,0.975,0.839,0.0493,0.701
174.023,0.414,0.925,0.145,0.132,0.205
173.98,0.577,0.99,0.725,0.0656,0.156
173.918,0.462,0.915,4.34E-05,0.114,0.304
173.966,0.558,0.899,0.148,0.107,0.16
174.027,0.643,0.762,0.769,0.101,0.371
173.991,0.378,0.955,0.224,0.202,0.13
175.062,0.622,0.937,0.0306,0.0727,0.4
169.932,0.323,0.905,0.0985,0.0823,0.0435
175.017,0.437,0.929,0.799,0.112,0.315
173.035,0.663,0.864,0.028,0.389,0.28
176.977,0.356,0.952,0.623,0.537,0.0539
173.981,0.496,0.82,0.811,0.075,0.0443
173.904,0.447,0.734,0.000136,0.048,0.0976
174.96,0.512,0.91,0.785,0.421,0.0745
173.98,0.546,0.681,0.0288,0.138,0.079
174.017,0.578,0.893,0.04,0.0551,0.475
174.939,0.319,0.943,0.968,0.454,0.0498
170.114,0.27,0.835,0.474,0.0907,0.0336
172.934,0.646,0.966,0.229,0.338,0.537
174.019,0.505,0.909,0.831,0.232,0.0391
174.005,0.439,0.666,0.923,0.141,0.0354
171.978,0.54,0.86,0.675,0.159,0.0567
173.989,0.407,0.866,0.00208,0.155,0.12
174.008,0.422,0.874,0.715,0.163,0.039
174.84,0.543,0.942,0.906,0.1,0.0393
174.054,0.707,0.955,0.926,0.0286,0.189
174.026,0.395,0.856,0.903,0.114,0.374
175.048,0.627,0.863,8.23E-05,0.153,0.135
174.029,0.52,0.922,0.55,0.218,0.638
174.203,0.44,0.94,7.47E-06,0.117,0.279
174.987,0.519,0.699,0.729,0.119,0.0382
173.9,0.422,0.912,0.402,0.157,0.125
173.921,0.392,0.875,0.568,0.0725,0.0377
173.978,0.399,0.972,0.913,0.132,0.086
174.023,0.556,0.705,0.758,0.104,0.0379
173.989,0.577,0.896,0.774,0.0216,0.37
174.028,0.36,0.852,0.542,0.139,0.103
174.104,0.623,0.751,0.835,0.135,0.329
175.036,0.493,0.989,0.142,0.23,0.197
174.956,0.426,0.849,0.158,0.37,0.298
172.048,0.545,0.982,0.859,0.109,0.213
171.983,0.508,0.764,0.203,0.0544,0.17
174.002,0.429,0.746,0.00768,0.106,0.488
173.999,0.748,0.885,0.432,0.106,0.306
176.965,0.512,0.931,0,0.399,0.237
174.011,0.407,0.937,0.415,0.277,0.495
174.032,0.505,0.891,0.715,0.13,0.269
173.996,0.584,0.907,0.00136,0.389,0.445
171.974,0.523,0.948,0.814,0.105,0.434
173.905,0.341,0.772,0.00485,0.401,0.144
171.99,0.658,0.832,0.793,0.658,0.0634
174.035,0.544,0.902,0.102,0.116,0.272
172.009,0.557,0.825,0.916,0.0898,0.261
173.969,0.616,0.713,0.856,0.195,0.0946
174.994,0.651,0.702,0.837,0.0538,0.436
175.005,0.517,0.871,0.482,0.0733,0.129
174.879,0.366,0.993,0.821,0.368,0.0413
173.993,0.36,0.967,0.0773,0.929,0.14
174.079,0.501,0.869,0.792,0.0517,0.0857
174.943,0.522,0.859,7.15E-05,0.608,0.438
172.018,0.581,0.603,0.923,0.109,0.399
173.994,0.633,0.696,0.914,0.0754,0.0726
170.045,0.418,0.868,0.935,0.0954,0.0568
173.925,0.432,0.975,0.00694,0.54,0.16
169.998,0.68,0.92,0.813,0.083,0.537
174.007,0.651,0.946,0.886,0.0878,0.0953
171.967,0.351,0.92,0.735,0.313,0.435
175.042,0.533,0.827,0.467,0.0863,0.0363
173.999,0.456,0.939,8.37E-06,0.0463,0.404
175.972,0.551,0.749,0.816,0.36,0.19
175.14,0.185,0.789,0.0168,0.359,0.153
174.053,0.686,0.946,0.879,0.0672,0.181
175.153,0.31,0.924,0.000192,0.729,0.313
174.01,0.63,0.899,0.877,0.08,0.0382
173.993,0.49,0.952,0.904,0.0567,0.08
173.973,0.686,0.722,0.32,0.134,0.411
174.028,0.683,0.852,0.76,0.049,0.502
175.012,0.507,0.961,0.848,0.0781,0.176
171.954,0.498,0.846,0.000275,0.156,0.138
174.038,0.42,0.969,0.00861,0.379,0.182
173.005,0.459,0.917,0.868,0.0691,0.483
173.661,0.259,0.804,0.805,0.0787,0.143
174.039,0.669,0.549,0.0498,0.098,0.0945
172.01,0.535,0.612,0.87,0.0924,0.104
172.025,0.637,0.884,0.847,0.196,0.118
175.073,0.515,0.845,0.00029,0.114,0.631
173.996,0.513,0.855,0.933,0.316,0.0367
173.938,0.596,0.883,0.738,0.0994,0.0349
171.962,0.289,0.904,0.184,0.106,0.0543
174.005,0.502,0.72,0.589,0.163,0.0733
174.839,0.337,0.988,0.925,0.0941,0.131
173.961,0.471,0.873,0.00697,0.104,0.628
172.983,0.439,0.963,0.841,0.217,0.323
174.903,0.474,0.932,9.11E-05,0.0826,0.4
174.115,0.541,0.879,0.0203,0.162,0.216
175.991,0.514,0.878,0.866,0.0789,0.383
173.035,0.663,0.864,0.028,0.389,0.28
175.025,0.691,0.871,0.00805,0.135,0.338
173.99,0.492,0.849,0.0108,0.0826,0.219
173.994,0.521,0.652,0.899,0.104,0.108
174.017,0.581,0.938,0.852,0.107,0.14
171.995,0.321,0.97,0.762,0.285,0.132
171.92,0.587,0.862,0.023,0.146,0.117
173.997,0.538,0.684,0.00906,0.146,0.0635
172.015,0.471,0.803,0.736,0.134,0.0626
173.966,0.491,0.56,0.867,0.091,0.0987
173.995,0.562,0.796,0.121,0.111,0.0817
173.998,0.478,0.965,0.00859,0.472,0.441
175.041,0.574,0.868,0.000245,0.307,0.196
173.99,0.391,0.925,0.0998,0.0585,0.138
172.965,0.509,0.915,0.696,0.0577,0.334
173.977,0.609,0.936,0.697,0.338,0.0388
174.031,0.516,0.998,0.351,0.214,0.536
173.998,0.526,0.825,0.78,0.0523,0.318
174.07,0.436,0.78,0.35,0.0804,0.108
174.065,0.433,0.973,0.621,0.163,0.16
174.038,0.503,0.927,0.0635,0.151,0.182
175.051,0.598,0.862,0.204,0.129,0.448
173.978,0.303,0.937,0.344,0.0642,0.386
174.998,0.524,0.975,0.0198,0.0596,0.323
174.035,0.524,0.902,0.00624,0.0532,0.144
174.981,0.561,0.783,0.589,0.304,0.123
174.06,0.522,0.867,0.00301,0.074,0.18
174.026,0.684,0.922,0.747,0.0909,0.449
174.02,0.66,0.971,0.705,0.433,0.657
175.086,0.467,0.962,0.834,0.229,0.165
174.942,0.6,0.843,0.0882,0.0819,0.349
173.918,0.462,0.915,4.34E-05,0.114,0.304
174.056,0.677,0.904,0.799,0.0844,0.608
176.05,0.721,0.719,0.81,0.747,0.373
174.048,0.499,0.954,0.416,0.488,0.604
173.992,0.435,0.964,0.000175,0.211,0.273
174.961,0.387,0.838,0.892,0.0937,0.118
173.972,0.526,0.783,0,0.136,0.138
173.968,0.526,0.992,0.692,0.186,0.122
173.988,0.492,0.861,0.00236,0.126,0.276
173.986,0.494,0.808,0.863,0.262,0.105
175.054,0.532,0.925,0.213,0.316,0.293
173.976,0.541,0.913,0.812,0.112,0.0388
174.082,0.492,0.913,0.848,0.773,0.485
175.011,0.627,0.874,0.899,0.533,0.7
175.031,0.435,0.968,0.947,0.0719,0.0963
173.979,0.526,0.997,0.807,0.317,0.626
174.998,0.57,0.769,0.0734,0.311,0.0453
173.968,0.561,0.712,0.478,0.251,0.171
172.012,0.67,0.917,0.508,0.302,0.0553
175.018,0.546,0.805,0.833,0.137,0.0767
174.086,0.633,0.746,0.00651,0.0922,0.184
172.02,0.669,0.845,0.909,0.0524,0.517
174.028,0.514,0.899,0.0793,0.367,0.266
173.986,0.491,0.893,0.315,0.0898,0.199
174.962,0.492,0.76,0.508,0.121,0.0334
174.115,0.541,0.879,0.0203,0.162,0.216
172.059,0.682,0.886,0.0459,0.606,0.359
172.976,0.625,0.89,0.853,0.0882,0.0934
173.975,0.669,0.55,0.907,0.0628,0.297
169.979,0.691,0.888,0.929,0.485,0.429
173.948,0.362,0.909,0.23,0.329,0.109
173.939,0.503,0.972,0.872,0.565,0.218
174.994,0.521,0.874,0.878,0.0496,0.18
171.981,0.623,0.909,0.00405,0.0829,0.668
174.894,0.66,0.996,0,0.184,0.377
177.002,0.559,0.94,0.0652,0.0618,0.502
174.004,0.505,0.929,0.838,0.0843,0.177
171.996,0.607,0.706,0.409,0.591,0.219
172.977,0.637,0.901,0.847,0.0412,0.219
174.965,0.499,0.955,0.0643,0.243,0.167
173.907,0.518,0.921,0.00567,0.203,0.285
175.028,0.504,0.649,0.882,0.323,0.0397
173.965,0.526,0.715,0.105,0.0621,0.0394
174.049,0.412,0.815,0.204,0.375,0.38
172.977,0.495,0.824,0.459,0.17,0.0865
174.007,0.449,0.898,0.000232,0.264,0.256
174.021,0.706,0.911,0.841,0.0602,0.378
173.994,0.366,0.933,0.00194,0.176,0.324
174.971,0.716,0.806,0.0505,0.0493,0.0611
175.01,0.496,0.854,0.87,0.127,0.561
174.036,0.513,0.976,0.863,0.11,0.0826
175.022,0.507,0.976,0.00618,0.119,0.128
174.005,0.386,0.94,0.0053,0.116,0.279
174.013,0.324,0.84,0.000177,0.128,0.404
173.989,0.375,0.881,0.119,0.293,0.0399
175.128,0.458,0.868,0.844,0.382,0.145
175.004,0.575,0.847,0.817,0.3,0.193
173.919,0.38,0.955,0.231,0.106,0.675
174.012,0.762,0.835,0.791,0.107,0.0629
174.022,0.374,0.979,0.00106,0.289,0.272
171.984,0.585,0.703,0.83,0.0666,0.038
174.08,0.589,0.923,0.124,0.726,0.089
172.007,0.678,0.852,0.565,0.6,0.291
173.993,0.581,0.752,0.0357,0.276,0.341
174.05,0.649,0.99,0.75,0.111,0.327
174.937,0.678,0.655,0.03,0.292,0.383
175.004,0.429,0.762,0.0342,0.184,0.0644
173.038,0.426,0.924,3.96E-06,0.101,0.473
173.985,0.492,0.891,0.8,0.0593,0.228
174.043,0.495,0.884,0.000578,0.106,0.171
173.985,0.411,0.991,0.843,0.0961,0.158
174.979,0.413,0.947,0.896,0.108,0.0767
173.934,0.495,0.955,0.00155,0.131,0.485
171.983,0.596,0.859,0.832,0.0679,0.189
173.986,0.494,0.808,0.863,0.262,0.105
175.016,0.563,0.966,0.712,0.449,0.415
173.971,0.406,0.805,0.713,0.129,0.0438
175.003,0.518,0.853,0.884,0.147,0.297
171.015,0.556,0.877,0.0041,0.0895,0.187
174.029,0.507,0.879,0.314,0.0731,0.396
173.977,0.45,0.941,0.913,0.178,0.0381
173.977,0.727,0.633,0.853,0.121,0.335
175.029,0.554,0.961,0.711,0.524,0.351
175.071,0.411,0.704,0.817,0.116,0.0391
175.004,0.602,0.904,0.844,0.0843,0.146
173.929,0.372,0.902,0.0508,0.0992,0.0552
174.024,0.588,0.702,0.725,0.0767,0.182
175.128,0.526,0.933,0.000185,0.115,0.249
173.967,0.597,0.85,0.903,0.441,0.427
169.99,0.685,0.926,0.785,0.466,0.217
173.95,0.613,0.941,0.378,0.299,0.552
174.014,0.407,0.938,0.431,0.275,0.515
174.953,0.362,0.941,0.552,0.0872,0.103
174.079,0.437,0.85,0.839,0.664,0.0746
174.008,0.611,0.916,0.429,0.0843,0.226
174.041,0.631,0.911,0.709,0.139,0.102
172.024,0.515,0.953,0.806,0.568,0.112
171.918,0.706,0.882,0.146,0.207,0.539
173.947,0.464,0.944,0.0907,0.224,0.0857
174.935,0.304,0.94,0.769,0.818,0.393
172.014,0.533,0.901,0.639,0.231,0.408
172.011,0.557,0.961,0.86,0.28,0.676
170.051,0.652,0.894,0.881,0.0456,0.102
169.896,0.471,0.915,0.0109,0.0789,0.0769
171.973,0.69,0.544,0.488,0.079,0.271
173.992,0.489,0.957,0.108,0.169,0.0756
174.987,0.354,0.507,0.706,0.102,0.0362
173.999,0.562,0.876,0.854,0.0745,0.373
174.004,0.606,0.954,0.817,0.0966,0.917
173.992,0.447,0.931,0.225,0.283,0.141
175.051,0.543,0.945,0.189,0.0469,0.515
174.078,0.567,0.914,0.00824,0.114,0.711
171.968,0.534,0.973,0.423,0.111,0.347
174.025,0.481,0.691,0.865,0.139,0.0348
174.993,0.507,0.859,0.499,0.343,0.0917
173.938,0.596,0.883,0.738,0.0994,0.0349
175.036,0.434,0.881,0.846,0.376,0.127
173.964,0.503,0.83,1.51E-06,0.121,0.369
169.994,0.652,0.807,0.525,0.106,0.646
174.004,0.583,0.749,0.883,0.0868,0.169
174.016,0.426,0.983,0.832,0.106,0.136
173.956,0.5,0.719,0.887,0.0863,0.0944
174.046,0.418,0.824,0.711,0.143,0.39
173.992,0.447,0.931,0.225,0.283,0.141
171.931,0.637,0.809,3.30E-05,0.202,0.333
175.082,0.584,0.993,0.688,0.129,0.36
174.004,0.644,0.872,0.854,0.0929,0.23
174.07,0.507,0.821,0.0288,0.0734,0.186
175.02,0.414,0.862,0.0231,0.136,0.435
174.008,0.587,0.803,0.866,0.0757,0.256
173.9,0.422,0.912,0.402,0.157,0.125
175.065,0.503,0.928,0.128,0.116,0.362
173.921,0.503,0.905,0.846,0.116,0.1
174.986,0.532,0.88,0.923,0.0562,0.085
173.953,0.44,0.957,0.316,0.308,0.336
174.959,0.498,0.969,0.0352,0.222,0.431
173.999,0.409,0.924,0.06,0.0989,0.194
172.962,0.573,0.842,0.000542,0.141,0.449
173.993,0.497,0.992,0.872,0.105,0.686
174.003,0.562,0.855,0.0188,0.123,0.231
172.32,0.334,0.752,0.00484,0.155,0.155
174.872,0.446,0.924,0.818,0.269,0.513
175.253,0.423,0.887,0.0685,0.0966,0.253
173.999,0.589,0.806,0.859,0.0772,0.235
174.038,0.472,0.945,0.835,0.226,0.0361
174.006,0.544,0.99,0.896,0.0816,0.286
171.998,0.763,0.881,0.00121,0.06,0.694
174.021,0.583,0.921,0.821,0.151,0.252
173.948,0.484,0.992,1.11E-06,0.119,0.389
174.04,0.74,0.587,0.717,0.061,0.0993
174.059,0.484,0.937,0.181,0.105,0.0395
172.007,0.461,0.992,0.87,0.376,0.129
174.011,0.682,0.859,0.774,0.111,0.211
174.04,0.587,0.623,0.883,0.0822,0.146
174.002,0.515,0.99,0.171,0.528,0.234
174.033,0.561,0.895,0.819,0.0771,0.226
174.022,0.675,0.832,0.927,0.0543,0.133
173.973,0.617,0.699,0.592,0.0834,0.27
169.938,0.474,0.91,0.0897,0.107,0.329
174.048,0.629,0.498,0.853,0.0993,0.0961
173.982,0.602,0.978,0.721,0.383,0.543
173.873,0.549,0.765,3.94E-06,0.165,0.209
175.015,0.489,0.81,0.792,0.414,0.463
170.026,0.558,0.795,0.227,0.104,0.3
175.032,0.596,0.898,0.918,0.106,0.157
174.014,0.407,0.938,0.431,0.275,0.515
173.92,0.5,0.81,0.00155,0.0948,0.224
174.981,0.561,0.783,0.589,0.304,0.123
172.049,0.55,0.927,0.723,0.143,0.195
173.969,0.439,0.733,0.601,0.133,0.217
173.976,0.409,0.941,0.249,0.123,0.0632
173.97,0.479,0.934,0.705,0.0856,0.266
174.001,0.559,0.966,0.889,0.299,0.193
173.972,0.559,0.787,0.0199,0.0962,0.129
174.995,0.613,0.957,0.762,0.0799,0.524
174.838,0.621,0.853,0.000142,0.101,0.461
175.041,0.506,0.806,0.845,0.11,0.0735
174.986,0.5,0.917,0.126,0.334,0.26
173.959,0.422,0.972,0.821,0.286,0.19
173.963,0.434,0.826,0.00185,0.105,0.671
174.112,0.587,0.893,0.00142,0.123,0.0535
174.953,0.493,0.79,0.00394,0.116,0.487
175.065,0.645,0.632,0.905,0.0772,0.311
173.978,0.573,0.855,0.924,0.236,0.165
174.031,0.516,0.998,0.351,0.214,0.536
173.988,0.26,0.924,0.556,0.348,0.594
175.005,0.397,0.936,0.93,0.0614,0.0367
173.992,0.484,0.968,0.825,0.319,0.361
170.04,0.538,0.74,0.623,0.0798,0.254
174.005,0.4,0.949,0.69,0.384,0.11
174.046,0.492,0.909,0.0273,0.314,0.035
172.021,0.381,0.798,0.904,0.0802,0.198
172.032,0.684,0.637,0.636,0.387,0.0399
173.037,0.671,0.868,0.273,0.148,0.463
174.002,0.548,0.719,0.888,0.0881,0.0361
172.974,0.519,0.876,0.894,0.153,0.129
173.984,0.515,0.893,0.00155,0.114,0.302
174.982,0.527,0.937,0.00014,0.261,0.0415
175.936,0.564,0.904,0.868,0.379,0.133
172.897,0.603,0.786,1.63E-05,0.118,0.678
175.048,0.381,0.993,0.71,0.642,0.358
174.025,0.463,0.94,0.535,0.116,0.0386
172.043,0.601,0.805,0.8,0.121,0.164
171.977,0.723,0.961,0.258,0.144,0.29
174.04,0.521,0.815,0.88,0.118,0.0731
175.031,0.564,0.875,0.516,0.143,0.0489
171.982,0.587,0.871,0.862,0.0995,0.0382
174.043,0.513,0.913,0.317,0.261,0.273
174.015,0.623,0.857,0.353,0.098,0.0723
175.042,0.629,0.892,0.24,0.112,0.174
174.974,0.462,0.963,0.0209,0.13,0.0429
174.022,0.431,0.911,0.628,0.0936,0.121
171.988,0.62,0.883,0.0506,0.214,0.501
172.044,0.565,0.83,0.708,0.22,0.104
174.096,0.45,0.856,1.21E-05,0.604,0.361
171.999,0.724,0.815,0.087,0.305,0.271
174.926,0.482,0.764,0.0617,0.101,0.0832
174.023,0.576,0.975,0.0302,0.244,0.591
173.949,0.468,0.948,5.84E-05,0.144,0.236
174.997,0.641,0.915,0.011,0.109,0.326
175.021,0.637,0.771,0.931,0.0797,0.104
171.925,0.62,0.851,0.884,0.0559,0.0393
172.951,0.427,0.838,0.00171,0.114,0.157
174.011,0.519,0.83,0.0482,0.272,0.304
172.043,0.352,0.976,0.948,0.0986,0.0349
174.986,0.581,0.957,0.733,0.121,0.0784
174.004,0.59,0.809,0.882,0.0797,0.185
172.003,0.613,0.931,0.856,0.0873,0.148
173.012,0.569,0.976,0.867,0.456,0.23
173.994,0.521,0.652,0.899,0.104,0.108
173.995,0.464,0.838,0.756,0.0671,0.151
174.026,0.565,0.984,0.901,0.253,0.263
175.021,0.408,0.777,0.403,0.136,0.108
171.774,0.368,0.908,0.787,0.116,0.286
174.012,0.672,0.748,0.677,0.0875,0.165
174.966,0.767,0.942,0.846,0.0602,0.632
174.123,0.527,0.954,5.80E-05,0.395,0.339
174.003,0.697,0.952,0.891,0.0519,0.0548
173.953,0.506,0.919,0.68,0.417,0.374
174.043,0.54,0.939,0.079,0.519,0.377
171.943,0.501,0.823,0.00194,0.0559,0.039
174.032,0.505,0.891,0.715,0.13,0.269
173.942,0.471,0.961,0.0215,0.241,0.266
174.068,0.477,0.8,0.857,0.0763,0.248
173.418,0.415,0.774,0.000195,0.135,0.105
175.011,0.522,0.964,0.143,0.191,0.52
174.007,0.52,0.975,0.0543,0.348,0.378
171.986,0.738,0.964,0.322,0.0988,0.539
174.013,0.467,0.891,0.882,0.134,0.36
174.001,0.498,0.93,0.453,0.0976,0.39
173.981,0.527,0.951,0.336,0.077,0.675
174.03,0.423,0.966,0.705,0.093,0.165
173.968,0.519,0.893,0.000911,0.0665,0.579
174.052,0.531,0.945,0.586,0.389,0.145
174.553,0.542,0.765,0.831,0.0611,0.394
172.015,0.451,0.894,0.941,0.213,0.0874
172.075,0.692,0.843,0.801,0.12,0.159
174.058,0.647,0.778,0.141,0.118,0.321
174.947,0.661,0.874,0.863,0.294,0.661
173.97,0.544,0.942,0.435,0.631,0.303
173.965,0.605,0.831,0.868,0.154,0.209
172.029,0.448,0.937,0.825,0.167,0.0665
173.001,0.405,0.938,0.112,0.118,0.18
175.023,0.629,0.924,0.434,0.337,0.19
171.981,0.625,0.717,0.899,0.897,0.366
173.948,0.511,0.843,0.18,0.0827,0.0395
174.026,0.494,0.834,0.754,0.0934,0.158
173.909,0.413,0.924,0.784,0.108,0.0708
175.071,0.352,0.961,0.00265,0.136,0.151
173.98,0.537,0.712,0.761,0.31,0.0967
171.764,0.262,0.917,0.83,0.0964,0.0743
174.073,0.367,0.893,0.188,0.137,0.169
173.962,0.339,0.914,0.723,0.335,0.415
174.021,0.522,0.859,0.488,0.0784,0.104
174.068,0.612,0.808,0.574,0.0836,0.649
174.095,0.492,0.87,0.0367,0.146,0.285
174.007,0.405,0.955,0.0758,0.195,0.161
175.025,0.609,0.912,0.876,0.209,0.0397
174.102,0.36,0.904,0.00715,0.131,0.241
174.001,0.559,0.966,0.889,0.299,0.193
172.042,0.649,0.946,0.855,0.336,0.118
173.051,0.617,0.635,0.857,0.0537,0.167
174.026,0.669,0.895,0.774,0.126,0.357
174.005,0.524,0.789,0.692,0.109,0.0387
173.033,0.484,0.831,0.852,0.489,0.241
175.014,0.558,0.933,1.54E-05,0.0796,0.408
174.019,0.533,0.924,0.16,0.11,0.267
173.987,0.401,0.941,0.000196,0.818,0.428
171.83,0.601,0.777,0.702,0.0742,0.417
173.948,0.362,0.909,0.23,0.329,0.109
174.002,0.702,0.661,0.941,0.153,0.386
174.995,0.613,0.957,0.762,0.0799,0.524
175.016,0.516,0.656,0.9,0.305,0.0392
174.974,0.437,0.958,0.117,0.159,0.546
176.087,0.491,0.815,0.0857,0.0885,0.0379
173.989,0.515,0.988,0.312,0.294,0.0641
172.118,0.381,0.88,0.266,0.116,0.172
174.931,0.482,0.858,0.0915,0.0934,0.233
173.986,0.688,0.933,0.91,0.0911,0.335
173.007,0.561,0.957,0.863,0.222,0.0729
174.943,0.522,0.859,7.15E-05,0.608,0.438
174.111,0.362,0.899,0.000177,0.15,0.366
174.065,0.446,0.914,0.000573,0.29,0.0741
173.985,0.542,0.777,0.00829,0.706,0.254
175.091,0.553,0.884,0.296,0.0577,0.348
172.992,0.421,0.917,0.496,0.0911,0.0581
174.998,0.37,0.925,0.000302,0.142,0.119
174.015,0.557,0.911,0.382,0.15,0.399
175.907,0.398,0.979,0,0.386,0.425
174.087,0.601,0.978,0.145,0.0883,0.218
174.029,0.369,0.867,0.363,0.113,0.183
174.068,0.686,0.501,0.609,0.132,0.374
174.09,0.583,0.691,0.0436,0.0545,0.0724
174.955,0.564,0.937,0.211,0.0368,0.547
174.031,0.669,0.976,0.305,0.128,0.587
173.998,0.716,0.787,0.0171,0.155,0.308
174.01,0.722,0.639,0.418,0.105,0.108
173.795,0.395,0.908,0,0.0885,0.587
172.071,0.756,0.94,0.696,0.0825,0.51
174.004,0.57,0.841,0.179,0.102,0.126
175.102,0.65,0.883,0.0042,0.313,0.744
169.952,0.394,0.945,0.138,0.519,0.429
174.037,0.694,0.729,0.871,0.318,0.423
173.858,0.409,0.876,0.118,0.225,0.0707
174.066,0.678,0.833,0.797,0.33,0.175
174.029,0.408,0.849,3.04E-05,0.139,0.15
174.031,0.582,0.84,0.72,0.0787,0.115
172.973,0.625,0.797,0.284,0.113,0.238
173.972,0.493,0.792,0.843,0.136,0.15
174.027,0.643,0.762,0.769,0.101,0.371
173.983,0.63,0.742,0.856,0.0709,0.0516
173.99,0.492,0.849,0.0108,0.0826,0.219
174.019,0.537,0.985,0.623,0.126,0.436
173.995,0.387,0.851,0.804,0.104,0.0525
175.995,0.578,0.973,0.927,0.0318,0.746
173.964,0.418,0.917,0.068,0.102,0.0655
173.995,0.298,0.989,0.468,0.294,0.0395
174.026,0.598,0.722,0.294,0.311,0.367
174.022,0.744,0.957,4.20E-05,0.1,0.58
175.074,0.44,0.901,0.54,0.134,0.194
173.986,0.533,0.911,0.86,0.0949,0.136
174.028,0.566,0.759,0.855,0.0968,0.196
175.089,0.349,0.82,0.000677,0.15,0.16
174.005,0.268,0.916,0.958,0.054,0.41
171.868,0.748,0.616,0.0971,0.235,0.303
172.998,0.58,0.933,0.0754,0.0908,0.47
172.017,0.532,0.871,0.0071,0.107,0.0378
173.943,0.504,0.941,0.301,0.315,0.184
170.25,0.49,0.752,0,0.0881,0.183
174.055,0.517,0.983,0.918,0.363,0.21
174.017,0.499,0.897,0.0758,0.203,0.882
173.988,0.529,0.793,0.897,0.0786,0.0265
173.937,0.62,0.959,0.105,0.179,0.167
174.028,0.661,0.87,0.576,0.145,0.255
174.02,0.437,0.874,0.387,0.0878,0.319
173.958,0.559,0.806,0.0109,0.111,0.34
174.017,0.497,0.904,0.0336,0.073,0.811
174.014,0.568,0.782,1.26E-06,0.336,0.385
174.032,0.505,0.891,0.715,0.13,0.269
173.977,0.375,0.848,0.00619,0.111,0.137
175,0.717,0.669,0.294,0.0631,0.293
174.824,0.541,0.936,0.409,0.148,0.363
173.975,0.375,0.983,0.691,0.107,0.157
174.973,0.485,0.925,0.782,0.273,0.541
172.008,0.395,0.935,0.00423,0.0488,0.493
173.955,0.514,0.956,0.0759,0.123,0.489
174.99,0.614,0.924,0.795,0.0762,0.164
175.078,0.438,0.821,0.85,0.0928,0.339
174.013,0.508,0.729,0.781,0.0414,0.342
175.095,0.662,0.938,0.00122,0.0643,0.262
173.964,0.483,0.825,1.59E-06,0.0967,0.474
174.982,0.339,0.674,0.92,0.143,0.029
174.004,0.644,0.872,0.854,0.0929,0.23
172.026,0.582,0.821,0.121,0.083,0.0373
173.969,0.6,0.861,0.881,0.122,0.041
173.998,0.536,0.748,0.9,0.126,0.135
173.976,0.408,0.933,0.00181,0.393,0.435
174.039,0.481,0.848,0.739,0.112,0.419
173.009,0.632,0.659,0.66,0.0789,0.151
174.022,0.704,0.71,0.161,0.0984,0.399
172.024,0.622,0.967,0.796,0.651,0.451
172.004,0.729,0.824,0.45,0.0808,0.448
173.78,0.349,0.991,0.778,0.67,0.0386
173.927,0.442,0.905,0.904,0.105,0.508
170.033,0.415,0.719,0.0374,0.111,0.11
174.998,0.555,0.943,0.0197,0.0997,0.602
173.967,0.557,0.905,0.29,0.0867,0.281
174.974,0.497,0.89,0.000139,0.0951,0.225
172.015,0.421,0.905,0.853,0.181,0.0391
174.009,0.465,0.724,0.645,0.0837,0.0354
174.109,0.537,0.975,0.105,0.342,0.188
174.012,0.599,0.879,0.204,0.31,0.0604
173.999,0.425,0.966,0.704,0.093,0.168
170.051,0.652,0.894,0.881,0.0456,0.102
173.993,0.539,0.807,0.906,0.0709,0.096
172.001,0.648,0.901,0.204,0.105,0.28
173.999,0.563,0.918,0.0855,0.134,0.123
171.981,0.623,0.909,0.00405,0.0829,0.668
174.082,0.406,0.935,0.843,0.393,0.352
173.995,0.542,0.844,0.858,0.0626,0.147
174.042,0.46,0.713,0.765,0.127,0.149
175.988,0.567,0.75,0.78,0.693,0.167
173.988,0.708,0.9,0.822,0.409,0.475
173.971,0.303,0.995,0.00424,0.13,0.221
174.98,0.455,0.825,0.466,0.38,0.0649
175.079,0.226,0.891,0.939,0.165,0.0918
173.998,0.536,0.748,0.9,0.126,0.135
174.026,0.52,0.789,1.34E-05,0.0816,0.415
170.066,0.578,0.807,0.837,0.0521,0.5
173.967,0.494,0.908,0,0.165,0.424
174,0.746,0.567,0.902,0.162,0.124
174.022,0.675,0.832,0.927,0.0543,0.133
176.027,0.215,0.871,0.858,0.0958,0.0382
173.972,0.657,0.835,0.852,0.0696,0.0835
172.049,0.55,0.927,0.723,0.143,0.195
172.017,0.604,0.792,0.837,0.0862,0.0733
174.023,0.615,0.793,0.806,0.109,0.131
174.016,0.802,0.833,0.299,0.5,0.429
173.96,0.522,0.868,1.30E-06,0.635,0.514
174.041,0.432,0.882,0.934,0.287,0.0468
172.003,0.632,0.554,0.859,0.104,0.203
174.062,0.409,0.993,0.0244,0.817,0.279
174.997,0.421,0.955,0.686,0.113,0.304
173.992,0.447,0.931,0.225,0.283,0.141
174.007,0.378,0.91,0.866,0.299,0.101
174.057,0.595,0.601,0.792,0.116,0.0904
174.176,0.388,0.797,0.537,0.0914,0.0587
173.96,0.599,0.892,0.0517,0.0762,0.209
