rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
2850,1.0,1,600,4,15.0,56,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
5200,1.0,1,900,9,22.0,15,1,0,0,0,0,0,0,0,Midtown East,Manhattan
3850,1.0,1,676,2,7.0,86,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
5695,2.0,2,1350,2,8.0,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
4795,1.0,1,700,4,23.0,24,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
6225,2.0,2,1207,5,28.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3700,1.0,1,850,5,10.0,86,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3595,1.0,1,775,4,12.0,53,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2995,1.0,1,713,1,4.0,8,1,0,0,0,0,0,0,0,Long Island City,Queens
2900,2.0,1,800,5,5.0,115,0,0,0,0,0,0,0,0,Midtown West,Manhattan
6100,2.0,2,1035,2,5.0,0,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2700,0.0,1,531,3,14.0,53,0,0,0,1,0,0,0,0,Upper East Side,Manhattan
2800,2.0,1,900,4,8.0,5,1,0,1,0,0,0,0,0,Ditmas Park,Brooklyn
6000,1.0,1,948,6,23.0,28,0,0,0,1,0,0,0,0,Upper West Side,Manhattan
3250,1.0,1,585,5,31.0,30,0,0,0,1,1,1,0,1,Midtown East,Manhattan
10500,3.0,3,1587,5,19.0,10,0,1,1,1,1,0,0,1,Battery Park City,Manhattan
1950,1.0,1,480,10,3.0,1,1,0,0,0,0,0,0,0,Ridgewood,Queens
14700,3.0,3,1622,1,16.0,89,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4850,2.0,2,948,14,23.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3050,1.0,1,689,2,6.0,90,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
1700,0.0,1,566,6,12.0,57,1,0,0,0,0,0,0,0,Rego Park,Queens
2100,0.0,1,467,11,8.0,50,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2200,2.0,1,900,2,4.0,86,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3197,0.0,1,468,2,9.0,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
17495,4.0,4,2800,2,8.0,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
11500,4.0,3,3243,2,41.0,89,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
2680,0.0,1,510,3,4.0,7,1,0,0,0,1,1,0,0,Williamsburg,Brooklyn
4600,4.0,2,1500,3,2.0,106,0,1,0,1,1,0,0,0,Central Harlem,Manhattan
10250,2.0,2,1400,3,1.0,116,0,0,0,0,0,0,0,0,West Village,Manhattan
3350,3.0,1,1200,3,3.0,86,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
3950,1.0,1,649,2,10.0,27,0,0,0,0,0,0,0,0,Flatiron,Manhattan
6800,3.0,2,1040,4,9.0,37,0,0,0,0,0,0,0,0,Midtown West,Manhattan
17500,4.0,3,3200,3,3.0,116,0,0,0,0,0,0,0,0,Soho,Manhattan
4500,4.5,2,2000,8,1.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
3300,1.0,1,725,1,6.0,29,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3100,2.5,1,950,7,3.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
3099,2.0,1,750,3,7.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
7995,2.0,2,1531,2,4.0,106,0,0,0,0,0,0,0,0,Chelsea,Manhattan
3600,1.0,1,700,6,12.0,37,1,0,0,1,1,1,0,0,Midtown East,Manhattan
3300,2.0,1,858,10,8.0,6,1,0,0,0,0,0,0,0,Astoria,Queens
4200,1.0,1,895,6,6.0,5,0,0,0,0,0,0,1,0,Williamsburg,Brooklyn
3500,1.0,1,1000,9,7.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
3400,1.0,1,750,2,4.0,116,1,0,0,1,0,0,0,0,Upper West Side,Manhattan
6900,1.0,2,1097,2,2.0,96,0,0,0,0,0,0,0,0,Chelsea,Manhattan
5830,2.0,2,1097,1,23.0,19,1,0,0,1,0,0,0,0,Midtown West,Manhattan
3400,0.0,1,429,2,9.0,13,0,0,1,1,1,0,0,1,Lower East Side,Manhattan
2474,2.0,1,1267,2,4.0,52,1,0,0,0,0,0,0,0,Coney Island,Brooklyn
4800,2.0,1,900,4,3.0,33,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2700,2.0,1,625,1,4.0,116,0,0,0,0,0,0,0,0,Midtown East,Manhattan
8500,3.0,3,2500,4,1.0,7,0,1,0,1,1,0,0,1,Park Slope,Brooklyn
2395,0.0,1,550,2,2.0,86,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
5400,1.0,1,722,6,8.0,13,0,1,0,1,1,0,0,1,Soho,Manhattan
8900,2.0,2,1700,2,24.0,43,0,0,0,1,1,0,1,0,Midtown,Manhattan
3400,2.0,1,900,3,2.0,52,0,1,1,0,0,1,0,0,Midtown East,Manhattan
7505,2.0,2,1447,5,5.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3000,0.5,1,636,7,24.0,33,0,0,0,0,0,0,0,0,Battery Park City,Manhattan
6000,2.0,2,1198,3,20.0,11,0,0,0,0,1,0,0,0,Midtown South,Manhattan
5150,1.0,1,977,10,50.0,27,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2250,1.0,1,600,14,5.0,96,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3650,1.0,1,662,3,7.0,16,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
3395,1.0,1,600,12,29.0,36,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3300,1.0,1,500,1,14.0,51,1,0,0,0,0,0,1,0,Midtown West,Manhattan
2495,0.0,1,435,8,24.0,28,1,0,0,0,0,0,0,0,Midtown West,Manhattan
1590,0.0,1,350,3,1.0,96,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4500,3.0,2,1400,4,4.0,116,0,0,0,0,0,0,0,0,Midtown East,Manhattan
1675,1.0,1,788,6,4.0,59,1,1,0,1,1,0,0,1,Gravesend,Brooklyn
3595,1.0,1,932,7,2.0,11,0,0,0,1,1,1,0,1,Williamsburg,Brooklyn
4250,2.0,2,1250,5,3.0,76,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
10000,3.0,2,2900,2,6.0,92,0,0,0,0,0,0,0,0,Chelsea,Manhattan
5850,2.0,2,1144,3,5.0,18,1,0,0,1,1,0,0,0,Battery Park City,Manhattan
3221,0.0,1,597,3,5.0,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
19000,2.0,2,1441,8,16.0,7,0,0,1,0,0,0,1,0,West Village,Manhattan
2570,1.0,1,625,9,4.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
4000,2.0,2,1000,5,10.0,12,0,0,0,1,0,0,0,0,Lower East Side,Manhattan
4600,1.0,1,799,2,34.0,6,0,0,0,1,1,0,0,1,Financial District,Manhattan
6426,2.0,2,963,5,3.0,1,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
3750,1.0,1,920,9,11.0,30,0,0,0,1,1,0,0,0,Upper East Side,Manhattan
2750,1.0,1,549,5,4.0,56,0,0,0,1,0,0,0,0,Midtown East,Manhattan
3195,0.0,1,520,2,30.0,14,0,0,0,0,0,0,0,0,Midtown South,Manhattan
1895,0.0,1,500,4,3.0,3,1,0,0,0,0,0,0,0,Inwood,Manhattan
3550,0.0,1,569,2,29.0,38,0,0,0,1,1,1,0,0,Midtown West,Manhattan
4500,1.0,1,704,2,34.0,6,1,0,0,1,1,0,0,1,Financial District,Manhattan
2595,1.0,1,841,8,3.0,56,1,0,1,1,1,0,0,0,Forest Hills,Queens
8000,2.0,2,972,3,4.0,8,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2050,2.0,1,985,3,6.0,59,1,0,0,0,0,0,0,0,Gravesend,Brooklyn
2150,0.0,1,687,1,3.0,11,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3200,0.0,1,557,3,15.0,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
2745,2.0,1,800,3,2.0,116,1,0,0,0,0,1,0,0,Williamsburg,Brooklyn
2995,0.0,1,375,5,5.0,86,0,0,0,0,0,0,0,0,West Village,Manhattan
5650,2.0,2,1077,11,29.0,12,1,0,1,0,1,1,0,0,Upper East Side,Manhattan
6450,2.0,2,1216,2,12.0,101,0,0,0,0,1,1,0,0,Upper West Side,Manhattan
12500,1.0,1,2600,5,2.0,96,0,0,1,0,0,0,0,0,Tribeca,Manhattan
3450,1.0,1,662,1,19.0,19,1,1,0,0,1,0,0,1,Midtown West,Manhattan
3600,1.0,1,825,6,6.0,30,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
3500,1.0,1,1135,4,1.0,86,0,0,1,1,1,1,0,0,Bedford-Stuyvesant,Brooklyn
4040,1.0,2,953,8,21.0,18,1,1,0,0,1,0,0,0,Upper East Side,Manhattan
3895,1.0,1,828,5,16.0,86,0,0,1,1,0,0,0,0,Upper West Side,Manhattan
2500,1.0,1,600,2,1.0,59,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
6600,2.0,2,1207,2,48.0,9,0,1,1,1,1,0,0,1,Midtown West,Manhattan
5999,2.0,2,1110,5,17.0,8,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2275,0.0,1,550,5,3.0,116,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
3300,1.0,1,781,2,4.0,10,1,0,0,1,1,0,0,0,Clinton Hill,Brooklyn
2400,0.0,1,450,7,3.0,55,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2400,1.0,1,720,2,3.0,6,0,0,0,0,0,0,0,0,Astoria,Queens
4500,1.0,1,886,1,7.0,180,0,0,0,0,0,1,0,0,Financial District,Manhattan
2123,1.0,1,751,6,32.0,89,1,0,0,0,0,0,0,0,Flatbush,Brooklyn
3150,1.0,1,500,8,5.0,32,1,1,0,1,1,0,0,1,Midtown East,Manhattan
2995,1.0,1,750,3,3.0,51,0,0,0,1,0,0,0,1,Upper East Side,Manhattan
6050,3.0,2,1200,12,25.0,36,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
5400,2.0,2,2000,9,1.0,104,0,0,0,0,0,0,0,0,Midtown West,Manhattan
6800,2.0,2,1284,4,18.0,47,0,0,0,1,0,0,1,1,Upper West Side,Manhattan
5244,2.0,1,888,0,4.0,4,0,0,0,0,0,0,0,0,East Village,Manhattan
7700,3.0,2,1164,2,17.0,0,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2600,1.0,1,610,9,6.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
5995,2.0,2,968,2,12.0,28,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
3500,2.0,1,900,9,2.0,131,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
3225,1.0,1,629,6,14.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
2250,0.0,1,500,13,1.0,116,1,0,0,0,0,0,0,0,Cobble Hill,Brooklyn
3680,1.0,1,618,1,33.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
6795,2.0,2,1400,8,21.0,9,0,1,1,1,1,1,0,1,Upper West Side,Manhattan
2445,0.0,1,470,1,50.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
3700,4.0,2,1000,1,3.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens
3190,1.0,1,785,10,2.0,6,0,0,0,0,0,0,0,0,East Village,Manhattan
3800,0.0,1,446,1,4.0,11,0,0,0,0,0,0,0,0,Soho,Manhattan
4302,1.0,1,510,3,14.0,16,1,0,1,0,1,0,0,0,Chelsea,Manhattan
15000,4.0,3,2200,7,26.0,34,0,0,0,0,0,0,0,0,Midtown East,Manhattan
4000,1.0,1,800,2,36.0,9,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2800,2.0,1,700,1,4.0,96,0,0,0,0,0,0,0,0,East Harlem,Manhattan
5190,2.0,2,972,4,11.0,28,1,0,1,1,1,0,1,0,Upper West Side,Manhattan
3175,1.0,1,627,6,13.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
5699,3.0,2,1232,2,6.0,10,1,0,0,0,0,0,0,0,Clinton Hill,Brooklyn
3250,0.0,1,500,10,4.0,48,0,0,0,0,0,0,0,0,Gramercy Park,Manhattan
3990,1.0,1,684,8,19.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2950,1.0,1,500,7,11.0,88,0,0,1,0,0,0,1,0,Midtown East,Manhattan
2699,1.0,1,800,13,4.0,106,0,0,0,0,0,0,0,0,East Village,Manhattan
8000,2.0,2,1100,3,36.0,29,0,0,0,0,0,0,0,0,Flatiron,Manhattan
5860,2.0,2,1072,3,1.0,116,1,0,0,0,0,0,0,0,DUMBO,Brooklyn
20000,3.0,3,2500,9,83.0,15,0,0,0,1,0,0,0,0,Midtown East,Manhattan
5200,2.0,2,1400,8,10.0,86,0,0,1,1,0,1,0,0,Upper East Side,Manhattan
3450,1.0,1,800,3,7.0,89,0,0,1,1,1,1,0,0,Upper West Side,Manhattan
5995,2.0,1,950,3,4.0,116,1,0,0,0,0,1,0,0,East Village,Manhattan
2700,0.0,1,600,10,10.0,27,0,0,0,0,1,1,0,0,Midtown East,Manhattan
3900,1.0,1,667,6,19.0,8,0,0,0,0,0,0,0,0,Midtown East,Manhattan
12995,2.0,2,1672,4,16.0,7,1,0,0,0,0,0,0,0,Greenwich Village,Manhattan
4995,2.0,2,1050,2,24.0,34,0,0,0,1,1,0,0,1,Financial District,Manhattan
5700,3.0,2,1400,3,9.0,32,0,0,0,0,0,0,0,0,Midtown South,Manhattan
2790,0.0,1,487,4,4.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
3200,2.0,1,725,2,5.0,116,0,1,0,1,1,1,0,1,East Village,Manhattan
4150,2.0,2,1200,8,3.0,10,0,0,0,0,0,0,0,0,Long Island City,Queens
2550,2.0,2,900,2,5.0,86,1,0,0,0,0,0,0,0,Ridgewood,Queens
8975,3.0,3,1600,8,17.0,31,0,0,0,1,0,1,1,0,Upper East Side,Manhattan
6200,1.0,1,958,3,5.0,116,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2700,0.0,1,417,2,19.0,28,0,1,1,1,1,1,0,1,Midtown West,Manhattan
4250,1.0,1,759,3,2.0,11,0,0,0,1,1,0,0,1,Tribeca,Manhattan
2800,0.0,1,570,4,10.0,51,0,0,0,1,1,0,1,0,Upper West Side,Manhattan
2100,0.0,1,550,3,3.0,116,0,0,1,0,0,0,0,0,Central Harlem,Manhattan
2450,0.0,1,441,2,2.0,5,0,0,0,1,0,0,0,0,Williamsburg,Brooklyn
3195,3.0,1,1700,7,2.0,96,1,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
6500,2.0,2,1150,6,19.0,11,1,0,0,0,1,0,0,0,Battery Park City,Manhattan
2995,0.0,1,500,6,11.0,58,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
4850,1.0,1,675,2,21.0,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1400,1.0,1,650,2,3.0,82,0,0,0,0,0,0,0,0,Flatbush,Brooklyn
3170,1.0,1,590,1,21.0,17,1,0,0,0,0,0,0,0,Brooklyn Heights,Brooklyn
1395,1.0,1,500,5,5.0,111,0,0,0,0,0,0,0,0,Manhattanville,Manhattan
6600,2.0,2,1550,4,12.0,33,1,0,0,0,0,0,0,0,Midtown East,Manhattan
6250,3.0,3,1800,2,2.0,92,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
13750,3.0,3,1683,1,6.0,89,1,0,1,0,0,1,0,0,Upper West Side,Manhattan
2870,0.0,1,585,2,4.0,120,1,0,0,0,0,0,0,0,Financial District,Manhattan
3400,2.0,1,858,10,5.0,6,1,0,0,0,0,0,0,0,Astoria,Queens
13500,2.0,2,1612,3,39.0,11,0,0,0,0,0,0,0,0,Flatiron,Manhattan
12000,3.0,2,1949,8,32.0,9,0,0,0,1,1,0,0,0,Upper West Side,Manhattan
8000,2.0,2,1100,5,22.0,30,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3350,2.5,1,850,8,3.0,96,0,0,0,0,0,0,0,0,Park Slope,Brooklyn
4650,2.0,2,1056,6,7.0,6,1,0,0,1,0,0,0,0,Williamsburg,Brooklyn
6000,1.0,1,1200,1,6.0,106,0,1,0,0,1,0,0,1,Soho,Manhattan
1850,1.0,1,790,4,2.0,85,0,0,0,0,0,0,0,0,Ditmas Park,Brooklyn
7900,2.0,2,1324,8,7.0,1,1,0,0,0,0,0,0,0,Midtown West,Manhattan
4495,2.0,1,1000,2,8.0,10,1,0,0,1,1,0,1,0,Carroll Gardens,Brooklyn
4800,2.0,2,1100,6,6.0,59,0,0,0,0,0,0,1,0,Upper East Side,Manhattan
3810,1.0,1,707,4,12.0,28,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
6400,2.0,2,1500,10,14.0,8,1,1,0,0,0,0,0,0,Long Island City,Queens
4500,0.0,1,500,6,1.0,116,0,1,1,0,0,1,0,0,Greenwich Village,Manhattan
4500,2.0,1,900,43,14.0,14,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
3125,0.0,1,627,2,18.0,120,1,0,0,0,0,0,0,0,Financial District,Manhattan
2150,0.0,1,500,3,11.0,86,0,0,0,0,0,1,0,0,Financial District,Manhattan
4000,1.0,1,868,2,7.0,58,0,0,0,1,1,1,0,0,Midtown East,Manhattan
2350,0.0,1,400,1,2.0,101,0,1,0,1,1,0,0,1,Upper East Side,Manhattan
2495,0.0,1,450,2,5.0,116,0,0,0,0,0,1,0,0,Chelsea,Manhattan
3400,1.0,1,654,2,6.0,5,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
3410,1.0,1,788,7,11.0,29,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
1500,1.0,1,700,6,2.0,60,0,1,1,1,1,1,0,1,Ocean Parkway,Brooklyn
4665,1.0,1,941,7,14.0,39,1,1,0,1,1,1,0,1,Midtown East,Manhattan
3900,1.0,1,682,15,30.0,43,1,0,0,0,0,0,0,0,Midtown East,Manhattan
5735,2.0,2,1115,4,4.0,28,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2500,2.0,1,1000,18,2.0,27,1,0,0,0,0,0,0,0,Astoria,Queens
5000,2.0,1,1006,8,6.0,3,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
2385,2.0,1,800,9,5.0,106,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1585,1.0,1,700,4,1.0,85,0,0,0,0,0,0,0,0,Woodside,Queens
5295,3.0,1,1100,5,2.0,1,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4500,3.0,2,1000,2,3.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
1900,2.0,1,700,5,1.0,106,1,0,0,0,0,0,0,0,Crown Heights,Brooklyn
10500,2.0,2,1625,2,6.0,75,1,0,0,0,0,0,0,0,Central Park South,Manhattan
3055,0.0,1,578,4,22.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
3000,0.0,1,640,5,46.0,13,0,1,0,1,1,0,0,1,Midtown South,Manhattan
4865,1.0,1,729,2,16.0,13,1,0,0,0,1,1,0,0,Flatiron,Manhattan
4500,1.0,1,1100,1,6.0,180,0,0,0,1,0,0,0,0,Financial District,Manhattan
3000,0.0,1,573,11,9.0,31,0,0,0,1,1,0,0,0,Upper East Side,Manhattan
2600,2.0,2,800,2,1.0,86,1,0,0,0,0,0,0,0,Ridgewood,Queens
4395,1.0,1,800,4,6.0,7,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3400,1.0,1,760,12,7.0,27,0,1,0,1,1,0,0,1,Midtown East,Manhattan
2700,1.0,1,750,1,5.0,9,1,1,0,1,0,0,0,0,East Harlem,Manhattan
4700,1.0,1,708,2,47.0,6,0,0,0,0,0,0,0,0,Financial District,Manhattan
2450,2.0,1,900,2,3.0,88,0,0,0,0,0,0,0,0,Astoria,Queens
3600,1.0,1,768,2,3.0,26,0,0,1,1,1,0,0,1,Battery Park City,Manhattan
1800,1.0,1,650,13,2.0,117,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
4100,1.0,1,878,1,2.0,4,1,0,0,0,1,0,0,0,Williamsburg,Brooklyn
3500,1.0,1,750,7,29.0,49,0,0,0,0,0,1,0,0,Midtown East,Manhattan
3975,1.0,1,741,1,12.0,29,0,0,1,0,0,0,0,0,Upper East Side,Manhattan
3525,1.0,1,633,2,26.0,41,1,0,0,1,1,0,0,1,Upper East Side,Manhattan
1900,1.0,1,650,5,5.0,94,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
6150,3.0,2,1126,10,9.0,29,1,0,0,0,0,0,0,0,Midtown West,Manhattan
5057,2.0,2,1259,3,27.0,16,1,0,0,0,0,0,0,0,Long Island City,Queens
2000,0.0,1,450,43,2.0,107,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
4395,2.0,1,1000,4,2.0,76,0,1,0,1,1,0,0,0,East Village,Manhattan
3345,3.0,1,1500,3,2.0,94,1,0,0,0,0,0,0,0,Washington Heights,Manhattan
4695,3.0,1,800,2,10.0,116,0,0,0,0,0,0,0,0,Financial District,Manhattan
3500,1.0,1,707,12,10.0,27,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3465,0.0,1,785,8,6.0,106,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
5995,2.0,2,1500,3,8.0,89,0,0,0,0,0,0,0,0,Midtown East,Manhattan
5400,1.0,1,714,1,6.0,1,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2195,0.0,1,900,3,4.0,85,0,0,0,0,0,0,0,0,Boerum Hill,Brooklyn
2670,0.0,1,265,9,3.0,0,1,0,0,0,0,0,0,0,Midtown East,Manhattan
5850,1.0,1,1100,2,37.0,30,0,0,0,0,0,0,0,0,Midtown,Manhattan
2650,0.0,1,490,5,17.0,8,0,1,0,1,1,0,0,0,Williamsburg,Brooklyn
1695,1.0,1,798,4,1.0,59,1,0,0,0,0,0,0,0,Gravesend,Brooklyn
5800,2.0,1,1031,1,2.0,19,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3700,2.0,1,990,6,1.0,5,0,0,0,0,0,0,0,0,Bedford-Stuyvesant,Brooklyn
4000,2.0,1,1566,9,2.0,91,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
16500,2.0,2,1766,3,8.0,116,0,0,0,0,0,0,0,0,Flatiron,Manhattan
2850,2.0,1,800,7,2.0,96,1,0,0,0,0,0,0,0,Park Slope,Brooklyn
3400,3.0,2,1500,4,1.0,85,1,0,0,0,0,0,0,0,Bushwick,Brooklyn
2100,1.0,1,650,4,2.0,7,0,0,0,0,0,0,0,0,Astoria,Queens
7115,2.0,2,1413,5,15.0,17,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
11500,3.0,2,2200,4,8.0,96,0,1,0,1,1,1,0,1,Tribeca,Manhattan
2695,0.0,1,375,4,21.0,108,1,0,0,0,0,0,0,0,Financial District,Manhattan
3430,1.0,1,900,6,4.0,53,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3695,1.0,1,785,3,40.0,11,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
2700,0.0,1,525,11,3.0,12,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
1875,2.0,2,960,10,2.0,17,0,0,0,0,0,0,0,0,Kew Gardens,Queens
6700,3.0,2,1355,15,13.0,60,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2910,1.0,1,800,10,23.0,4,1,0,0,1,1,0,0,0,Long Island City,Manhattan
1875,0.0,1,450,3,5.0,116,0,0,0,1,0,0,0,0,Midtown West,Manhattan
2925,0.0,1,580,6,12.0,33,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
9200,2.0,2,1500,2,4.0,106,0,0,1,0,0,1,0,0,Greenwich Village,Manhattan
2600,1.0,1,600,9,2.0,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
8150,1.0,1,860,8,10.0,7,0,0,1,1,1,1,0,0,West Village,Manhattan
1850,0.0,1,700,2,3.0,106,0,0,0,0,0,0,0,0,Crown Heights,Brooklyn
3365,1.0,1,614,6,3.0,14,1,0,0,0,0,0,0,0,Midtown West,Manhattan
7250,3.0,2,1613,0,4.0,5,0,1,1,0,0,0,0,0,Carroll Gardens,Brooklyn
2650,3.0,1,900,6,2.0,91,0,0,0,0,0,0,0,0,Astoria,Queens
2750,1.0,1,1236,4,1.0,6,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
3250,1.0,1,722,12,7.0,32,0,0,0,1,1,0,0,1,Midtown East,Manhattan
2950,0.0,1,600,4,8.0,85,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2891,1.0,1,604,7,3.0,2,0,0,0,0,0,0,0,0,Williamsburg,Brooklyn
4500,1.0,1,850,2,6.0,30,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
4375,1.0,1,693,2,6.0,8,0,1,0,1,1,0,1,1,East Village,Manhattan
4190,2.0,2,976,1,8.0,7,1,0,0,0,0,0,0,0,Downtown Brooklyn,Brooklyn
2700,1.0,1,690,3,23.0,20,1,0,0,0,0,0,0,0,Long Island City,Queens
1299,0.0,1,340,4,6.0,56,0,0,0,0,0,0,0,0,Briarwood,Queens
6995,2.0,2,1446,3,35.0,11,0,1,0,1,1,1,0,1,Midtown South,Manhattan
3500,1.0,1,700,11,9.0,31,0,0,0,1,1,1,0,0,Upper East Side,Manhattan
2500,0.0,1,550,1,3.0,54,0,0,1,1,0,1,0,0,Midtown East,Manhattan
4995,1.0,1,850,1,4.0,77,0,1,0,1,1,1,0,0,Chelsea,Manhattan
6995,2.0,2,1350,6,4.0,104,0,0,0,0,0,0,0,0,Chelsea,Manhattan
6800,1.0,1,800,2,8.0,121,0,0,0,0,0,0,0,0,West Village,Manhattan
3300,2.5,1,900,8,4.0,143,0,0,0,0,0,0,0,0,Fort Greene,Brooklyn
4950,1.0,1,810,2,14.0,30,0,0,0,0,0,0,0,0,Flatiron,Manhattan
1995,1.0,1,600,3,3.0,115,0,0,0,0,0,0,0,0,Greenwood,Brooklyn
3800,2.0,1,700,4,3.0,116,0,0,0,0,0,0,0,0,West Village,Manhattan
4273,1.0,1,723,9,7.0,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
10000,3.0,3,1770,5,10.0,10,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2825,0.0,1,505,2,23.0,41,1,0,1,0,0,0,0,0,Upper East Side,Manhattan
2575,1.0,1,600,4,9.0,8,1,0,0,0,0,0,0,0,East Harlem,Manhattan
7865,3.0,2,1421,4,5.0,28,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
3210,0.0,1,576,5,10.0,44,1,0,0,0,0,0,0,0,Midtown East,Manhattan
3150,1.0,1,700,12,12.0,27,0,0,0,0,0,0,0,0,Midtown East,Manhattan
8400,2.0,2,1447,5,7.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3300,2.0,1,900,1,3.0,86,0,0,0,0,0,0,0,0,Midtown West,Manhattan
5295,2.0,2,1015,8,18.0,29,0,0,0,1,1,0,0,1,Upper East Side,Manhattan
5100,4.0,2,1300,4,2.0,85,1,0,0,0,0,0,0,0,Williamsburg,Brooklyn
