name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status
Stress Express,na,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Oriental Heritage Jinan,status.operating
Jungle Trailblazer,Wooden,Sit Down,99.0,34.0,1057.0,1.0,Gravity Group,Oriental Heritage Wuhu,status.operating
Land of Lost Souls,na,Sit Down,,,,,Golden Horse,Oriental Heritage Wuhu,status.operating
Stress Express,na,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Oriental Heritage Wuhu,status.operating
Joker,Steel,4th Dimension,61.0,37.0,310.0,0.0,S&S,Six Flags New England,status.operating
Aktium,na,Water Coaster,,,,,Mack,CineCittà World,status.operating
Altair,na,Sit Down,85.0,33.0,875.0,,Intamin,CineCittà World,status.operating
Inferno,Steel,Sit Down,,20.0,457.0,,Intamin,CineCittà World,status.operating
Turbulence,na,Spinning,64.0,17.0,382.0,,Mack,Adventureland NY,status.operating
Ladybug Rollercoaster,na,Sit Down,,,,0.0,Zierer,Adventureland NY,status.operating
Phobia Phear Coaster,na,Sit Down,,45.0,263.0,,Premier Rides,Lake Compounce,status.operating
Leap the Dips,Wooden,Sit Down,,12.0,443.0,,Abc rides,Lakemont Park,status.closed.temporarily
Little Leaper,Steel,Sit Down,,,,,Allan Herschell Company,Lakemont Park,status.closed.temporarily
Skyliner,Wooden,Sit Down,,18.0,731.0,,Philadelphia Toboggan Coaster,Lakemont Park,status.closed.temporarily
Toboggan,na,Sit Down,,14.0,137.0,,Chance Rides,Lakemont Park,status.closed.temporarily
Thunderbolt,na,Sit Down,,35.0,680.0,4.0,Zamperla,Luna Park,status.operating
Thunderbolt,Wooden,Sit Down,,,,,John Miller,Luna Park,status.closed.definitely
Antelope,Wooden,Sit Down,,,,,na,Gulliver's World Warrington,status.operating
Crazy Train,na,Sit Down,,9.0,233.0,,Pinfari,Gulliver's World Warrington,status.operating
Runaway Train,na,Sit Down,,,,,Zamperla,Gulliver's World Warrington,status.operating
Wriggler,na,Sit Down,,,,,Pinfari,Gulliver's World Warrington,status.operating
Big Apple,na,Sit Down,,,,,na,Ocean Beach Pleasure Park,status.operating
Big Apple,na,Sit Down,,,,,na,West Sands Fun Fair,status.operating
Buffalo Ride,na,Sit Down,,,,,Zamperla,American Adventure Theme Park,status.closed.definitely
Mini Mine Rush,na,Sit Down,,,,,Zamperla,American Adventure Theme Park,status.closed.definitely
Runaway Train,na,Sit Down,,,274.0,,Interlink,American Adventure Theme Park,status.closed.definitely
Missile,na,Sit Down,,35.0,253.0,,Vekoma,American Adventure Theme Park,status.closed.definitely
Cat & Mouse,na,Sit Down,,,,,Pinfari,Ocean Beach Pleasure Park,status.closed.definitely
Catapiller,na,Sit Down,,,,,DAL,Kiddies Fun Fair,status.operating
Runaway Train,na,Sit Down,,,,,Cavazza Diego,Billing Aquadrome,status.operating
Caterpillar,na,Sit Down,,,,,na,Billing Aquadrome,status.closed.definitely
Caterpillar,na,Sit Down,,,,,SBF,Hemsby Fun Park,status.operating
Caterpillar,Steel,Sit Down,,,,0.0,D.P.V. Rides,Lightwater Valley,status.closed.definitely
Caterpillar,na,Sit Down,,,,,na,Southport Pleasureland,status.operating
Looping,na,Sit Down,,9.0,366.0,,Pinfari,Southport Pleasureland,status.operating
Wildcat,na,Sit Down,,,,,Pinfari,Southport Pleasureland,status.closed.definitely
Caterpillar,na,Sit Down,,,,,na,Sherwood Fun Park,status.closed.definitely
Caterpiller,Steel,Sit Down,,,,,na,Animal Farm Adventure Park,status.operating
Cat-O-Pillar Coaster,na,Sit Down,,6.0,198.0,,Zierer,Paultons Park,status.operating
Dino Chase,na,Sit Down,,,,,Zierer,Paultons Park,status.operating
Flight of the Pterosaur,na,Suspended,,20.0,395.0,,Vekoma,Paultons Park,status.operating
Velociraptor,na,Sit Down,,200.0,20.0,,Vekoma,Paultons Park,status.operating
Big Apple,na,Sit Down,,,,,Pinfari,Flamingo Park,status.closed.temporarily
Go Gator,Steel,Sit Down,,,,,Wisdom Rides ,Flamingo Land Theme Park and Zoo,status.operating
Twistosaurus,Steel,Spinning,28.0,8.0,175.0,0.0,Zamperla,Flamingo Land Theme Park and Zoo,status.operating
Runaway Mine Train,Steel,Sit Down,,4.0,80.0,0.0,Zamperla,Flamingo Land Theme Park and Zoo,status.operating
Zooom!,Steel,Suspended,,,,0.0,Zamperla,Flamingo Land Theme Park and Zoo,status.operating
Hero,Steel,Flying,42.0,15.0,320.0,2.0,Zamperla,Flamingo Land Theme Park and Zoo,status.operating
Huracanito,na,Sit Down,,,,,Gerstlauer,Belantis,status.operating
Cobra des Amun Ra,na,Sit Down,,15.0,350.0,,Gerstlauer,Belantis,status.operating
Counter Culture Caterpillar,na,Sit Down,,,,,na,Dreamland,status.closed.definitely
Crazy Caterpillar,na,Sit Down,,,,,na,Bayside Fun Park,status.operating
Batman,na,Sit Down,,,,,Fabbri,Tir Prince Family Funfair,status.operating
Crazy Caterpillar,na,Sit Down,,,,,na,Tir Prince Family Funfair,status.operating
Z40 Roller Coaster,na,Sit Down,,,,,Pinfari,Tir Prince Family Funfair,status.closed.definitely
Crazy Mouse,na,Spinning,,,,,Reverchon,Coney Beach Pleasure Park,status.operating
Go-Gator,na,Sit Down,,,,,na,Coney Beach Pleasure Park,status.operating
Mega Blitz,na,Sit Down,,,,,Pinfari,Coney Beach Pleasure Park,status.operating
Nessi,na,Sit Down,,,,,Cavazza Diego,Coney Beach Pleasure Park,status.operating
Crazy Mouse,na,Sit Down,,,,,L&T Systems,Gulliver's Milton Keynes,status.operating
Python,na,Sit Down,40.0,9.0,233.0,,Pinfari,Gulliver's Milton Keynes,status.operating
Runaway Train,na,Sit Down,,,,,Zamperla,Gulliver's Milton Keynes,status.operating
Twist and Joust,na,Spinning,,,,,EOS rides,Gulliver's Milton Keynes,status.operating
Happy Caterpiller,na,Sit Down,,,,,na,South Pier,status.closed.definitely
Doggy Dog,na,Sit Down,,,,,SBF,Old MacDonald's Farm,status.operating
Familienachterbahn,na,Sit Down,,,,,Zierer,Schloss Beck Freizeitpark,status.operating
Nessi,na,Sit Down,,,,,Cavazza Diego,Family Fun Fair,status.operating
Big Apple,na,Sit Down,,,,,na,Great Yarmouth Pleasure Beach,status.operating
Family Star,na,Sit Down,,,,,Fabbri,Great Yarmouth Pleasure Beach,status.operating
Roller Coaster,Wooden,Sit Down,,21.0,980.0,,na,Great Yarmouth Pleasure Beach,status.operating
Whirlwind,Steel,Spinning,,,,,SBF,Great Yarmouth Pleasure Beach,status.operating
Green Dragon,na,Sit Down,40.0,,280.0,,WGH Transportation,Greenwood Forest Park,status.operating
Gold Mine,na,Sit Down,,,,,na,Pavilion Fun Park,status.operating
Go-gator,na,Sit Down,,,,,Wisdom Rides ,Clifton Park Amusements,status.operating
Roller Coaster,na,Sit Down,,,,,Top Fun,Clifton Park Amusements,status.operating
Fantasy Mouse (doublon),na,Spinning,,,,,Reverchon,Fantasy Island,status.operating
Fantasy Mouse,na,Sit Down,,,,,Reverchon,Fantasy Island Ingoldmells,status.closed.definitely
Insider,Steel,Spinning,35.0,11.0,300.0,0.0,Maurer,Wiener Prater,status.operating
Maskerade,Steel,Spinning,40.0,10.0,236.0,0.0,Gerstlauer,Wiener Prater,status.operating
Race,Steel,Sit Down,,,,,SBF,Wiener Prater,status.operating
High Hazel Mini Mine Coaster,na,Sit Down,,,,,L&T Systems,Wheelgate Adventure Park,status.operating
Kiddies Coaster,na,Sit Down,,,,,DAL,Dudley Zoological Gardens,status.operating
Clown Coaster,na,Sit Down,,,,,Pinfari,Wicksteed Park,status.operating
Ladybird,na,Sit Down,,3.0,60.0,,na,Wicksteed Park,status.operating
Roller Coaster,na,Sit Down,,,,,Pinfari,Wicksteed Park,status.operating
Wacky Warm,na,Sit Down,,,,,na,Funder Park,status.operating
Wallis's Wonderful Wriggling Wirral Wacky Worm,na,Sit Down,,,,,na,New Brighton Funfair,status.operating
Go Gator,na,Sit Down,,,,,Wisdom Rides ,Clacton Pier,status.operating
Stellas Revenge,na,Sit Down,,,,,na,Clacton Pier,status.operating
Wild Mouse Coaster,na,Sit Down,,,,,na,Clacton Pier,status.operating
Switchback,na,Sit Down,,10.0,233.0,,I.E. Park,Gulliver's Matlock Bath,status.operating
Log Coaster,na,Sit Down,,,,,Cavazza Diego,Gulliver's Matlock Bath,status.operating
Mad Mouse,na,Spinning,,,,,Fabbri,M&D Scotland's Theme Park,status.operating
Maximus,na,Sit Down,,8.0,207.0,,Vekoma,Crealy Adventure Park,status.operating
Shark Bay,Steel,Sit Down,,,,,SBF,Crealy Adventure Park,status.operating
Twister,Steel,Spinning,,,,,SBF,Crealy Adventure Park,status.operating
Space Coaster,na,Sit Down,,11.0,325.0,,Pinfari,M&D Scotland's Theme Park,status.closed.definitely
Tyrolean Tubtwist,na,Sit Down,,,,,na,Joyland Childrens Fun Park,status.operating
Spook Express,na,Sit Down,,,,,WGH Transportation,Joyland Childrens Fun Park,status.operating
Buffalo Stampede,na,Sit Down,,,,,Zamperla,Twinlakes Park,status.operating
Mercury's Mini Coaster,na,Sit Down,,,,,na,Twinlakes Park,status.operating
Mini Apple,na,Sit Down,,,,,Pinfari,Alton Towers,status.closed.definitely
Speedy Coaster,na,Sit Down,,,,,na,Clarence Pier,status.operating
Skyways,na,Sit Down,,,,,S.D.C.,Clarence Pier,status.operating
Twin Spiral Dragon Coaster,na,Sit Down,,,,,Zamperla,Knightly's Funfair,status.operating
Rampage,na,Sit Down,,,,,Zierer,Big Sheep,status.operating
Rattle Snake,na,Sit Down,,,,,D.P.V. Rides,Knowsley Safari Park,status.operating
Roller Coater,na,Sit Down,,,,,na,Cleethorpes Park,status.closed.definitely
Runaway Train,Steel,Sit Down,,,,,SBF,St Nicholas Park,status.operating
Runaway Train,na,Sit Down,,,,,na,Fort Fun Amusement Park,status.operating
Runaway Train,na,Sit Down,,,,,Abc rides,Pettitts Animal Adventure Park,status.operating
Spinning Coaster,na,Spinning,,,,,SBF,Cannon Hill Park,status.operating
Super Dragon,na,Sit Down,,,,,Pinfari,Treasure Island Amusement Park,status.operating
Sea Dragon,na,Sit Down,,,,,Cavazza Diego,Rainbow Park,status.operating
Morgawr,na,Sit Down,,,,,na,Camel Creek Adventure Park,status.operating
Ocean Coaster,na,Sit Down,,,,,na,Harbour Park,status.operating
Bisvaermen,na,Spinning,,,,,SBF,Tivoli Friheden,status.operating
Vilde Mus,na,Sit Down,,,,,Mack,Bakken,status.operating
Shark Trip,Steel,Sit Down,,,,,SBF,Böhmischer Prater,status.operating
Jungle Trailblazer,Wooden,Sit Down,89.0,32.0,995.0,1.0,Gravity Group,Oriental Heritage Ningbo,status.operating
Night Rescue,na,Sit Down,,,,,Golden Horse,Oriental Heritage Ningbo,status.operating
Stress Express,na,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Oriental Heritage Ningbo,status.operating
Galaxy Express,na,Sit Down,75.0,19.0,453.0,,Vekoma,Oriental Heritage Xiamen,status.operating
Hurricane,na,Sit Down,,,,3.0,Togo,Himeji Central Park,status.operating
Blackhole Coaster,na,Sit Down,,,400.0,,Zamperla,Greenland,status.operating
Gao,na,Sit Down,98.0,40.0,1664.0,,Meisho Amusement Machines,Greenland,status.operating
Grampus Jet,Steel,Suspended,,,,0.0,Vekoma,Greenland,status.operating
Ladybird,Steel,Sit Down,,,,0.0,na,Greenland,status.operating
Milky Way (Blue),Steel,Stand Up,,38.0,800.0,0.0,Togo,Greenland,status.operating
Milky Way (Pink),Steel,Stand Up,,38.0,800.0,0.0,Togo,Greenland,status.operating
Nio,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Greenland,status.operating
Sphinx,Steel,Sit Down,,,,0.0,na,Greenland,status.operating
Spin Mouse,Steel,Spinning,47.0,13.0,420.0,0.0,Reverchon,Greenland,status.operating
Ultra Twister Megaton,Steel,Pipeline,70.0,30.0,360.0,3.0,Togo,Greenland,status.operating
Corkscrew,na,Sit Down,,,,2.0,Arrow,Rusutsu Resort,status.operating
Go Go Sneaker,na,Sit Down,20.0,,,,Togo,Rusutsu Resort,status.operating
Hurricane,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Rusutsu Resort,status.operating
Loop the Loop,na,Sit Down,,,,1.0,Meisho Amusement Machines,Rusutsu Resort,status.operating
Mad Mouse,na,Sit Down,,,,,na,Rusutsu Resort,status.operating
Mountain Coaster,na,Sit Down,,,,,Meisho Amusement Machines,Rusutsu Resort,status.operating
Standing Coaster,na,Sit Down,75.0,25.0,425.0,1.0,Togo,Rusutsu Resort,status.operating
Ultra Twister,na,Pipeline,,35.0,,4.0,Togo,Rusutsu Resort,status.operating
Black Hole 2000,na,Sit Down,85.0,35.0,974.0,2.0,na,Seoul Land,status.operating
Columbia Double Loop Coaster,na,Sit Down,85.0,32.0,888.0,2.0,Senyo Kogyo,Seoul Land,status.operating
Crazy Mouse,na,Sit Down,45.0,,400.0,,na,Seoul Land,status.operating
Tikitoc Train,na,Sit Down,16.0,,112.0,,Interpark,Seoul Land,status.operating
Tobot Train,na,Sit Down,,,119.0,,Zamperla,Seoul Land,status.operating
Jungle Trailblazer,Wooden,Sit Down,87.0,34.0,1216.0,,Gravity Group,Fantawild Dreamland Zhuzhou,status.operating
Stress Express,na,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Fantawild Dreamland Zhuzhou,status.operating
Cú Chulainn,Wooden,Sit Down,90.0,32.0,1094.0,0.0,Gravity Group,Tayto Park,status.operating
Gletscherblitz,na,Sit Down,45.0,,,0.0,Mack,Steinwasen Park,status.operating
Giant Dipper,Wooden,Sit Down,89.0,22.0,793.0,0.0,na,Belmont Park,status.operating
Dragon Wagon,na,Sit Down,,,,,Wisdom Rides ,Indiana Beach,status.operating
Tig'rr Coaster,na,Sit Down,50.0,14.0,538.0,,Schwarzkopf,Indiana Beach,status.operating
Hype,na,Sit Down,100.0,46.0,263.0,1.0,Premier Rides,Särkänniemi Amusement Park,status.operating
Ratón Feliz,na,Spinning,29.0,7.0,216.0,,Zamperla,Xetulul,status.operating
Crazy Mining Cart,na,Sit Down,45.0,,750.0,,Golden Horse,Lewa Adventure,status.operating
Dinosaur's Spine,na,Inverted,80.0,38.0,,4.0,Golden Horse,Lewa Adventure,status.operating
Flash,Steel,Sit Down,115.0,61.0,1273.0,2.0,Mack,Lewa Adventure,status.operating
Happy Chew Chew Train,na,Sit Down,,,,,Golden Horse,Lewa Adventure,status.operating
Horse Roller Coaster,na,Sit Down,,,,,Beijing Jiuhua,Lewa Adventure,status.operating
Motor Rider,na,Motorbike,,,,,Golden Horse,Lewa Adventure,status.operating
Scream Valley Train,na,Sit Down,,,,3.0,Beijing Shibaolai,Lewa Adventure,status.operating
Flyvende Ørn,Steel,Sit Down,46.0,11.0,280.0,0.0,Zierer,Legoland Billund,status.operating
Pirates Gold Rush,na,Sit Down,,,,,E&F Miler Industries,Playland's Castaway Cove,status.operating
Whirlwind,na,Spinning,,4.0,58.0,,na,Playland's Castaway Cove,status.operating
Wild Waves,na,Sit Down,,15.0,,,E&F Miler Industries,Playland's Castaway Cove,status.operating
Train de la Mine,Steel,Sit Down,,,,0.0,SBF,Piratland,status.operating
Jungle Trailblazer,Wooden,Sit Down,87.0,33.0,975.0,0.0,Gravity Group,Fantawild Dreamland Zhengzhou,status.operating
Galaxy Express,na,Sit Down,,,,,Vekoma,Fantawild Dreamland Zhengzhou,status.operating
Crazy Skateboard,na,Spinning,,14.0,288.0,,Golden Horse,Sun Park,status.operating
Flying Coaster,na,Motorbike,,,,,Beijing Jiuhua,Sun Park,status.operating
Jungle Block,na,Sit Down,,3.0,,,na,Sun Park,status.operating
Space Scooter,na,Sit Down,,,,,na,Sun Park,status.operating
Wood Express,Wooden,Sit Down,61.0,15.0,479.0,0.0,Gravity Group,Parc Saint Paul,status.operating
Neo's Twister,na,Spinning,,10.0,420.0,0.0,Fabbri,PowerPark,status.operating
Undertow,Steel,Spinning,64.0,15.0,430.0,0.0,Maurer,Santa Cruz Beach Boardwalk,status.operating
DrageKongen,Steel,Inverted,85.0,30.0,825.0,0.0,Intamin,Djurs Sommerland,status.operating
Vilde Hønsejagt,Steel,Sit Down,,,,0.0,Zierer,Djurs Sommerland,status.operating
Jungle Rally,Steel,Sit Down,24.0,4.0,70.0,0.0,Zierer,Djurs Sommerland,status.operating
Il Tempo Extra Gigante,Steel,Sit Down,65.0,25.0,535.0,0.0,Zierer,Hunderfossen Familiepark,status.operating
Batman: The Ride,Steel,4th Dimension,61.0,36.0,310.0,0.0,S&S,Six Flags Fiesta Texas,status.operating
Joker,Steel,4th Dimension,61.0,36.0,310.0,0.0,S&S,Six flags Over Texas,status.operating
Cancan Coaster,Steel,Sit Down,60.0,26.0,922.0,0.0,Mack,Europa Park,status.operating
Hydrus,na,Sit Down,73.0,22.0,320.0,3.0,Gerstlauer,Casino Pier,status.operating
Young Star Coaster,na,Sit Down,,,,,Mack,Chimelong Paradise,status.operating
Dragon Legend,na,Sit Down,85.0,,590.0,3.0,Maurer,Romon U-Park,status.operating
Euro Express,na,Sit Down,80.0,30.0,560.0,2.0,Intamin,Romon U-Park,status.operating
Flying Wing Coaster,na,Wing,,,,5.0,B&M,Happy Valley Chongqing,status.operating
Jungle Trailblazer,Wooden,Sit Down,,33.0,990.0,,Gravity Group,Oriental Heritage Xiamen,status.operating
unknown,na,Wing,,,,,B&M,Happy Valley Nanjing,status.announced
unknown,na,Sit Down,,,,,Intamin,Happy Valley Nanjing,status.announced
unknown,na,Suspended,,,,,Vekoma,Happy Valley Nanjing,status.announced
unknown,na,Sit Down,,,,,Intamin,Chengdu Wanda City,status.construction
Fruitworm Train,na,Sit Down,,,,,Golden Horse,Heilongjiang Wanda Theme Park,status.operating
Happy Angel,na,Inverted,87.0,,,6.0,Golden Horse,Heilongjiang Wanda Theme Park,status.operating
Snow Mountain Racer,na,Sit Down,,,,,Golden Horse,Heilongjiang Wanda Theme Park,status.operating
Spinning Coaster,na,Spinning,,,,,Golden Horse,Heilongjiang Wanda Theme Park,status.operating
Time Travel,Wooden,Sit Down,94.0,32.0,1122.0,,Gravity Group,Hot Go Park,status.operating
Mine Train,na,Sit Down,,,,,Beijing Shibaolai,Hot Go Park,status.operating
Light-Speed Coaster,na,Inverted,80.0,33.0,800.0,4.0,Beijing Shibaolai,Hot Go Park,status.operating
Jungle Walk,na,Suspended,,,410.0,,Wiegand,Hot Go Park,status.operating
Forest Slide,na,Alpine,,,560.0,,Wiegand,Hot Go Park,status.operating
Wild Whizzer,na,Spinning,,,,,SBF,Morey's Piers,status.operating
Untamed,Hybrid,Sit Down,92.0,37.0,1085.0,5.0,RMC,Walibi Holland,status.operating
Unknown,Steel,Sit Down,,,,,Vekoma,EPCOT,status.construction
Thrillseeker,Steel,Sit Down,65.0,14.0,585.0,0.0,S.D.C.,Sea World,status.closed.definitely
Corkscrew,na,Sit Down,81.0,26.0,595.0,3.0,Arrow,Valleyfair,status.operating
Cosmic Coaster,na,Sit Down,,,65.0,,Zamperla,Valleyfair,status.operating
Excalibur,Hybrid,Sit Down,88.0,31.0,736.0,,Arrow,Valleyfair,status.operating
High Roller,Wooden,Sit Down,81.0,22.0,909.0,,na,Valleyfair,status.operating
Mad Mouse,na,Sit Down,49.0,15.0,383.0,,Arrow,Valleyfair,status.operating
Junior Red Force,Steel,Sit Down,45.0,,,0.0,SBF,Ferrari Land,status.operating
Adrenaline Peak,Steel,Sit Down,72.0,22.0,320.0,3.0,Gerstlauer,Oaks Amusement Park,status.operating
Zoooooom,Steel,Sit Down,,,,0.0,Miler Coaster,Oaks Amusement Park,status.operating
Mystic,Steel,Sit Down,85.0,31.0,575.0,3.0,Gerstlauer,Walibi Rhône Alpes,status.operating
Mission Kepler,Steel,Spinning,,12.0,,0.0,Intamin,Futuroscope,status.construction
Wild Mouse,Wooden,Sit Down,,12.0,487.0,0.0,Hopkins,Aussie World,status.closed.definitely
Bug Run Kiddie Rollercoaster,na,Sit Down,,,,0.0,D.P.V. Rides,Aussie World,status.operating
Diamond Python,na,Sit Down,38.0,12.0,335.0,0.0,Pinfari,Merimbula's Magic Mountain,status.operating
Mining Racer Coaster,na,Sit Down,,,,,SBF,Gumbuya World,status.operating
Crazy Coaster,na,Spinning,30.0,7.0,113.0,0.0,SBF,Adventure Park Geelong,status.operating
Rollercoaster Wikingów,Steel,Sit Down,40.0,9.0,222.0,0.0,Zierer,Majaland Kownaty,status.operating
Wilkołak,Wooden,Sit Down,70.0,22.0,620.0,0.0,GCI,Majaland Kownaty,status.operating
Orient Express,na,Sit Down,81.0,36.0,1058.0,4.0,Arrow,Worlds of Fun,status.closed.definitely
TMNT Shellraiser,na,Sit Down,100.0,43.0,1000.0,7.0,Gerstlauer,Nickelodeon Universe Theme Park,status.construction
The Shredder,na,Spinning,55.0,19.0,921.0,0.0,Gerstlauer,Nickelodeon Universe Theme Park,status.construction
Fury,Steel,Sit Down,106.0,43.0,600.0,4.0,Gerstlauer,Bobbejaanland,status.operating
Max & Moritz (Max),Steel,Sit Down,,,,0.0,Mack,Efteling,status.announced
Looping Star,Steel,Sit Down,75.0,24.0,592.0,1.0,Schwarzkopf,Parko Paliatso,status.operating
Eurostar,Steel,Inverted,80.0,30.0,800.0,4.0,Intamin,Gorky Park,status.closed.definitely
Dragon Flier,na,Suspended,75.0,19.0,453.0,0.0,Vekoma,Dollywood,status.operating
Tourbillon,Steel,Sit Down,,,,0.0,Gosetto,Ange Michel,status.operating
Taiga,Steel,Sit Down,106.0,52.0,1104.0,4.0,Intamin,Linnanmäki,status.operating
Crazy Skaters,na,Sit Down,,,,,Beijing Jiuhua,Shengming Universal City,status.operating
Stunning Roller Coaster,na,Spinning,,18.0,392.0,1.0,Golden Horse,Shengming Universal City,status.operating
Le Jet,Steel,Sit Down,,,,0.0,Schwarzkopf,Babyland-Amiland,status.construction
Bûche dansante,Steel,Spinning,,,,0.0,SBF,Babyland-Amiland,status.operating
Zadra,Hybrid,Sit Down,115.0,63.0,1300.0,3.0,RMC,Energylandia,status.construction
Unnamed Shockwave+,Steel,Sit Down,100.0,45.0,1320.0,4.0,Vekoma,Energylandia,status.announced
Bad Trip,na,Spinning,33.0,11.0,310.0,0.0,Cedeal ride,Europark,status.operating
Grosse Pomme,Steel,Sit Down,,,,0.0,na,Babyland-Amiland,status.operating
Pioneer,na,Sit Down,60.0,25.0,600.0,0.0,Zierer,OK Corral,status.operating
Sea Dragon,Wooden,Sit Down,,11.0,402.0,,Philadelphia Toboggan Coaster,Columbus Zoo and Aquarium,status.operating
U-shaped Roller Coaster,Steel,Wing,100.0,57.0,177.0,0.0,Intamin,Victory Kingdom,status.closed.temporarily
Across Amazon,Steel,Water Coaster,,,,0.0,Golden Horse,Victory Kingdom,status.closed.temporarily
Spinning Coaster,Steel,Spinning,,,,0.0,Golden Horse,Victory Kingdom,status.closed.temporarily
Suspended Looping Coaster,Steel,Inverted,,,,4.0,Golden Horse,Victory Kingdom,status.closed.temporarily
Project 1,na,Sit Down,,16.0,280.0,,L&T Systems,Cavallino Matto,status.operating
Freestyle,na,Stand Up,82.0,27.0,673.0,,Togo,Cavallino Matto,status.operating
Supersplash,na,Water Coaster,76.0,29.0,335.0,0.0,Mack,TusenFryd,status.operating
Silberpfeil,na,Sit Down,,,,1.0,Schwarzkopf,Skyline Park,status.closed.definitely
K2,na,Sit Down,60.0,24.0,530.0,0.0,Abc rides,Karls Erlebnis-Dorf Elstal,status.operating
Unknown,na,Sit Down,,22.0,,,Vekoma,Tripsdrill,status.announced
Copperhead Strike,Steel,Sit Down,80.0,25.0,992.0,5.0,Mack,Carowinds,status.operating
Iron Shark,Steel,Sit Down,84.0,31.0,380.0,1.0,Gerstlauer,Galveston Island Historic Pleasure Pier,status.operating
Predator,Steel,Sit Down,70.0,22.0,361.0,3.0,Gerstlauer,IMG Worlds of Adventure,status.operating
Spider-Man Doc Ock's Revenge,Steel,Spinning,,,400.0,0.0,Mack,IMG Worlds of Adventure,status.operating
Polar Coaster,Steel,Sit Down,,,,0.0,Hopkins,Story Land,status.operating
Cascabel 2.0,Steel,Sit Down,,,,1.0,Schwarzkopf,La Feria Chapultepec Magico,status.operating
Montaña Rusa,Wooden,Sit Down,85.0,34.0,1219.0,0.0,National Amusement Devices,La Feria Chapultepec Magico,status.operating
Quimera,Steel,Sit Down,85.0,34.0,1050.0,3.0,Schwarzkopf,La Feria Chapultepec Magico,status.operating
Ratón Loco,Steel,Spinning,47.0,13.0,420.0,0.0,Reverchon,La Feria Chapultepec Magico,status.operating
Gadget's Go Coaster,Steel,Sit Down,35.0,9.0,207.0,0.0,Vekoma,Tokyo Disneyland,status.operating
Space Mountain,Steel,Sit Down,,31.0,1052.0,0.0,Walt Disney Imagineering,Tokyo Disneyland,status.operating
Squalotto,Steel,Sit Down,,,,0.0,na,Zoomarine,status.announced
Vertigo,Steel,Sit Down,77.0,25.0,592.0,1.0,Schwarzkopf,Zoomarine,status.operating
En avant Seccotine,Steel,Sit Down,,,,0.0,Zierer,Parc Spirou,status.operating
Caterpillar,na,Sit Down,,,,,na,Flamingo Park,status.operating
Chenille,na,Sit Down,,,,,na,Flamingo Park,status.closed.definitely
Speed Coaster,na,Sit Down,,,,,na,Flamingo Park,status.closed.definitely
Ciclón,na,Sit Down,,,,,na,PPS Park Platja d'Aro,status.operating
Gold Mine,na,Sit Down,,,,,na,PPS Park Platja d'Aro,status.operating
Crazy Mouse,na,Spinning,,,,,Reverchon,South Pier,status.closed.definitely
Crazy Coaster,na,Spinning,,,,,Reverchon,South Pier,status.operating
Wild Mine Ride,na,Sit Down,,,,,L&T Systems,Gulliver's World Warrington,status.closed.definitely
Speedy,na,Sit Down,,,,,na,Lunapark Cap d'Agde,status.operating
Thunder Road (Right),Wooden,Sit Down,93.0,28.0,1164.0,,Philadelphia Toboggan Coaster,Carowinds,status.closed.definitely
Roller Coaster (Kiener),na,Sit Down,,,,,Abc rides,Foire,status.operating
Taxi Driver,na,Sit Down,,,,,Abc rides,Foire,status.operating
Willy der Wurm (Bauemeister),na,Sit Down,,,,,Abc rides,Foire,status.operating
Wilde Maus (Kinzler),na,Sit Down,,,,,Abc rides,Foire,status.operating
Magic Pomme,na,Sit Down,,,,,na,Magic World,status.operating
Speed Rockets,na,Sit Down,,11.0,400.0,0.0,Gerstlauer,Jardin d'Acclimatation,status.operating
Souris Aventure,Steel,Sit Down,,,,,na,Royaume des Enfants (Cergy),status.operating
Souris Aventure,Steel,Sit Down,,,,0.0,na,Royaume des Enfants (Draveil),status.operating
Luge,na,Alpine,,,680.0,0.0,Wiegand,Ile des Loisirs d'Etampes,status.operating
Ice Mountain,na,Spinning,,,,,Reverchon,Foire,status.operating
Racing Coaster (Manning),na,Sit Down,,,,,na,Foire,status.operating
Spinning Coaster (Buwalda),na,Spinning,,,,,na,Foire,status.operating
Spinning Coaster XXL (Buwalda),na,Spinning,,,,,na,Foire,status.operating
Dragon Coaster,Steel,Sit Down,,,,0.0,Zamperla,Family Fun Park,status.operating
Comet Coaster,Steel,Sit Down,,,,0.0,Zamperla,Magic Galaxy,status.operating
Matterhorn Bobsleds (Right),Steel,Sit Down,43.0,24.0,650.0,0.0,Arrow,Disneyland,status.operating
Dragon Wagon,na,Sit Down,,,,0.0,na,Foire,status.operating
Spinning Out,Steel,Spinning,,,,0.0,SBF,Beech Bend,status.operating
Unknown,na,Sit Down,,,,,Mack,Europa Park,status.announced
Fast and Furry-ous,Steel,Inverted,50.0,18.0,400.0,0.0,Intamin,Warner Bros. World Abu Dhabi,status.operating
Yukon Striker,Steel,Sit Down,130.0,75.0,1105.0,4.0,B&M,Canada's Wonderland,status.operating
Hakugei,Hybrid,Sit Down,107.0,55.0,1530.0,0.0,RMC,Nagashima Spa Land,status.operating
